age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
48,private,9th,5,married_civ_spouse,machine_op_inspct,other_relative,asian_pac_islander,female,0,0,45,china,0
51,private,hs_grad,9,never_married,other_service,not_in_family,black,male,0,0,40,haiti,0
34,state_gov,12th,8,never_married,adm_clerical,not_in_family,black,female,0,0,40,united_states,0
58,private,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,1
52,private,hs_grad,9,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,40,united_states,0
37,self_emp_not_inc,bachelors,13,married_civ_spouse,exec_managerial,husband,other,male,7298,0,50,puerto_rico,1
53,private,some_college,10,separated,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
54,private,assoc_voc,11,married_civ_spouse,transport_moving,husband,white,male,0,0,20,united_states,0
36,private,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,60,united_states,0
25,private,assoc_voc,11,never_married,adm_clerical,own_child,white,female,0,0,60,united_states,0
20,private,some_college,10,never_married,prof_specialty,own_child,white,female,0,0,48,united_states,0
23,private,assoc_acdm,12,never_married,adm_clerical,not_in_family,white,male,0,0,40,united_states,0
39,self_emp_inc,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,0,0,60,united_states,1
20,self_emp_not_inc,10th,6,never_married,machine_op_inspct,own_child,white,male,0,0,40,united_states,0
28,private,assoc_voc,11,never_married,other_service,other_relative,black,male,0,0,40,united_states,0
73,state_gov,hs_grad,9,widowed,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
67,private,hs_grad,9,married_civ_spouse,protective_serv,husband,white,male,0,0,24,united_states,0
56,private,bachelors,13,divorced,exec_managerial,not_in_family,white,male,0,0,45,united_states,1
32,private,assoc_voc,11,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
42,private,some_college,10,divorced,machine_op_inspct,not_in_family,white,male,0,1590,40,united_states,0
33,private,hs_grad,9,married_civ_spouse,other_service,husband,black,male,0,0,40,united_states,0
37,private,hs_grad,9,never_married,other_service,not_in_family,white,male,0,0,40,united_states,0
33,private,some_college,10,married_civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,0
31,private,10th,6,never_married,adm_clerical,unmarried,white,female,0,0,40,united_states,0
59,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,1
21,private,hs_grad,9,never_married,adm_clerical,unmarried,white,male,0,0,40,united_states,0
58,self_emp_inc,some_college,10,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
24,local_gov,10th,6,never_married,other_service,not_in_family,white,male,0,0,40,united_states,0
26,state_gov,some_college,10,married_civ_spouse,protective_serv,husband,white,male,0,0,40,united_states,0
26,private,11th,7,married_civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,0
33,local_gov,masters,14,never_married,prof_specialty,not_in_family,white,female,0,0,40,germany,0
25,private,bachelors,13,never_married,sales,not_in_family,white,male,0,0,40,united_states,0
21,private,10th,6,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,50,united_states,0
24,private,hs_grad,9,never_married,machine_op_inspct,not_in_family,white,male,0,0,40,united_states,0
39,self_emp_not_inc,assoc_acdm,12,married_civ_spouse,adm_clerical,wife,white,female,0,0,40,united_states,1
68,private,some_college,10,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,0
66,self_emp_not_inc,some_college,10,never_married,sales,not_in_family,white,female,0,0,20,united_states,0
38,private,bachelors,13,never_married,farming_fishing,not_in_family,white,male,0,0,40,united_states,0
41,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
71,unknown,7th_8th,4,widowed,unknown,other_relative,white,female,0,0,16,poland,0
54,self_emp_not_inc,masters,14,married_civ_spouse,sales,husband,white,male,4386,0,45,united_states,1
27,state_gov,bachelors,13,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,0
49,private,bachelors,13,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
19,state_gov,some_college,10,never_married,prof_specialty,own_child,white,male,0,0,10,united_states,0
25,private,some_college,10,never_married,transport_moving,not_in_family,white,male,0,0,50,united_states,0
47,federal_gov,some_college,10,married_civ_spouse,adm_clerical,husband,black,male,0,0,40,united_states,1
40,private,some_college,10,married_civ_spouse,sales,other_relative,white,male,0,0,40,united_states,0
38,private,bachelors,13,divorced,exec_managerial,not_in_family,white,male,3325,0,40,united_states,0
25,private,hs_grad,9,never_married,other_service,not_in_family,white,male,0,0,40,united_states,0
25,private,some_college,10,never_married,craft_repair,own_child,white,female,0,0,50,united_states,0
23,private,10th,6,never_married,handlers_cleaners,other_relative,other,male,0,0,40,united_states,0
28,private,masters,14,divorced,sales,own_child,white,female,0,0,40,united_states,0
29,private,hs_grad,9,married_spouse_absent,craft_repair,not_in_family,white,male,0,0,40,united_states,0
32,private,11th,7,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
34,private,hs_grad,9,never_married,other_service,unmarried,black,female,0,0,40,united_states,0
52,private,bachelors,13,married_civ_spouse,prof_specialty,husband,black,male,0,0,40,united_states,1
33,self_emp_not_inc,hs_grad,9,married_civ_spouse,farming_fishing,husband,white,male,0,0,94,united_states,0
68,private,doctorate,16,married_civ_spouse,prof_specialty,husband,white,male,20051,0,55,united_states,1
41,private,10th,6,never_married,handlers_cleaners,unmarried,white,male,0,0,50,united_states,0
18,self_emp_inc,hs_grad,9,never_married,other_service,unmarried,asian_pac_islander,female,0,0,30,india,0
29,private,some_college,10,married_civ_spouse,craft_repair,husband,white,male,0,1485,40,united_states,1
40,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
51,self_emp_not_inc,masters,14,divorced,prof_specialty,unmarried,white,male,0,0,60,united_states,1
49,private,some_college,10,divorced,adm_clerical,not_in_family,white,male,0,0,40,united_states,0
20,state_gov,some_college,10,never_married,other_service,own_child,white,female,0,0,20,united_states,0
38,local_gov,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,50,united_states,1
57,private,5th_6th,3,never_married,other_service,not_in_family,white,male,0,0,40,cuba,0
35,private,some_college,10,married_civ_spouse,sales,husband,white,male,4064,0,40,united_states,0
66,private,11th,7,married_civ_spouse,sales,husband,white,male,0,0,26,united_states,0
27,unknown,bachelors,13,married_civ_spouse,unknown,husband,white,male,0,0,15,united_states,0
25,private,assoc_voc,11,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
77,unknown,masters,14,married_civ_spouse,unknown,husband,white,male,9386,0,6,united_states,1
19,unknown,10th,6,never_married,unknown,unmarried,white,female,0,0,35,united_states,0
70,private,hs_grad,9,married_civ_spouse,handlers_cleaners,husband,white,male,0,2174,40,united_states,1
59,self_emp_not_inc,7th_8th,4,married_civ_spouse,farming_fishing,husband,white,male,0,0,48,united_states,0
25,private,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,0
44,local_gov,prof_school,15,never_married,prof_specialty,not_in_family,white,male,10520,0,40,united_states,1
37,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,55,el_salvador,1
75,unknown,10th,6,widowed,unknown,other_relative,asian_pac_islander,female,0,0,1,china,0
21,unknown,hs_grad,9,never_married,unknown,not_in_family,white,female,0,0,40,united_states,0
21,private,hs_grad,9,never_married,sales,own_child,white,female,4101,0,40,united_states,0
47,federal_gov,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,1
20,private,hs_grad,9,never_married,adm_clerical,not_in_family,black,female,0,1721,30,united_states,0
32,state_gov,hs_grad,9,married_civ_spouse,protective_serv,husband,white,male,0,0,40,united_states,0
28,private,hs_grad,9,never_married,adm_clerical,unmarried,white,female,0,0,20,united_states,0
53,private,hs_grad,9,divorced,transport_moving,not_in_family,white,male,0,0,40,united_states,0
19,unknown,hs_grad,9,never_married,unknown,not_in_family,other,male,0,0,30,united_states,0
58,private,some_college,10,married_civ_spouse,sales,wife,white,female,0,0,36,united_states,0
22,private,hs_grad,9,never_married,sales,not_in_family,white,female,0,0,30,united_states,0
23,private,11th,7,married_civ_spouse,exec_managerial,husband,white,male,0,0,55,united_states,0
21,private,hs_grad,9,never_married,handlers_cleaners,not_in_family,white,male,3325,0,60,united_states,0
36,private,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,70,united_states,0
39,private,some_college,10,married_civ_spouse,other_service,wife,white,female,0,0,15,united_states,0
34,local_gov,bachelors,13,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
41,local_gov,masters,14,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
72,private,bachelors,13,married_civ_spouse,sales,husband,white,male,1455,0,6,united_states,0
34,private,hs_grad,9,married_civ_spouse,other_service,wife,white,female,0,0,40,united_states,1
51,local_gov,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,0,1902,40,united_states,1
32,self_emp_not_inc,assoc_voc,11,never_married,craft_repair,not_in_family,white,male,0,0,40,united_states,0
38,private,some_college,10,widowed,exec_managerial,not_in_family,white,female,0,0,40,united_states,1
21,unknown,some_college,10,never_married,unknown,own_child,black,male,0,0,20,united_states,0
26,private,some_college,10,never_married,adm_clerical,not_in_family,white,male,0,0,40,united_states,0
34,private,some_college,10,married_civ_spouse,handlers_cleaners,husband,white,male,0,1887,40,united_states,1
27,private,11th,7,never_married,exec_managerial,unmarried,white,female,0,0,45,united_states,0
20,private,some_college,10,never_married,adm_clerical,own_child,white,female,0,0,38,nicaragua,0
36,private,assoc_voc,11,married_civ_spouse,adm_clerical,husband,white,male,0,0,40,united_states,1
31,unknown,bachelors,13,never_married,unknown,not_in_family,white,male,0,0,40,united_states,0
32,private,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,0,0,60,united_states,1
54,private,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,44,united_states,1
34,local_gov,masters,14,widowed,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
46,private,some_college,10,married_civ_spouse,sales,husband,white,male,0,0,48,united_states,1
33,private,11th,7,separated,machine_op_inspct,other_relative,white,male,0,0,30,united_states,0
32,private,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,99999,0,50,united_states,1
42,private,assoc_voc,11,never_married,tech_support,not_in_family,white,male,0,0,40,united_states,0
37,private,some_college,10,married_civ_spouse,other_service,husband,white,male,0,0,40,united_states,1
28,private,hs_grad,9,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,0
25,private,bachelors,13,never_married,exec_managerial,not_in_family,white,male,4101,0,35,united_states,0
44,self_emp_not_inc,some_college,10,married_civ_spouse,other_service,husband,white,male,0,0,40,united_states,1
40,private,hs_grad,9,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,0
36,private,some_college,10,married_civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,0
21,private,some_college,10,never_married,adm_clerical,unmarried,white,male,0,0,40,united_states,0
39,state_gov,doctorate,16,married_civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,1
24,private,bachelors,13,never_married,prof_specialty,not_in_family,white,male,0,0,39,united_states,0
46,private,hs_grad,9,never_married,transport_moving,not_in_family,amer_indian_eskimo,male,0,0,40,united_states,0
47,unknown,bachelors,13,married_civ_spouse,unknown,husband,white,male,0,0,36,united_states,1
47,private,bachelors,13,married_civ_spouse,sales,husband,white,male,0,1977,40,united_states,1
35,private,prof_school,15,married_civ_spouse,prof_specialty,husband,white,male,0,0,75,united_states,1
60,self_emp_not_inc,7th_8th,4,married_civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,1
35,private,bachelors,13,married_civ_spouse,other_service,wife,white,female,0,0,24,poland,0
33,private,hs_grad,9,separated,other_service,unmarried,white,female,0,0,40,china,0
21,private,assoc_acdm,12,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
37,private,bachelors,13,married_civ_spouse,tech_support,husband,white,male,0,0,50,united_states,1
48,federal_gov,hs_grad,9,married_civ_spouse,adm_clerical,husband,black,male,0,0,50,united_states,1
58,private,7th_8th,4,widowed,farming_fishing,other_relative,white,female,0,0,45,guatemala,0
21,private,hs_grad,9,never_married,handlers_cleaners,not_in_family,white,female,0,0,40,united_states,0
22,private,hs_grad,9,never_married,other_service,unmarried,white,female,0,0,40,united_states,0
28,self_emp_not_inc,masters,14,married_civ_spouse,exec_managerial,wife,white,female,0,0,30,united_states,1
33,unknown,assoc_voc,11,married_civ_spouse,unknown,own_child,white,female,7688,0,50,united_states,1
23,federal_gov,hs_grad,9,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,0
58,state_gov,hs_grad,9,married_civ_spouse,adm_clerical,husband,black,male,0,0,40,united_states,1
24,unknown,bachelors,13,never_married,unknown,own_child,white,male,0,0,40,united_states,0
38,local_gov,bachelors,13,married_civ_spouse,craft_repair,husband,asian_pac_islander,male,0,0,40,philippines,0
49,private,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,15,mexico,0
47,private,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,1
50,private,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,0,1902,40,united_states,1
21,private,hs_grad,9,never_married,prof_specialty,unmarried,white,female,0,0,55,united_states,0
55,private,hs_grad,9,separated,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
47,private,11th,7,divorced,handlers_cleaners,not_in_family,white,male,0,0,40,united_states,0
19,private,hs_grad,9,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
47,private,hs_grad,9,never_married,tech_support,other_relative,white,male,0,0,50,united_states,0
36,private,11th,7,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
28,local_gov,assoc_acdm,12,married_civ_spouse,protective_serv,husband,white,male,0,2002,40,england,0
42,private,hs_grad,9,widowed,sales,unmarried,amer_indian_eskimo,female,0,0,40,united_states,0
41,private,masters,14,never_married,prof_specialty,not_in_family,white,female,27828,0,35,united_states,1
46,private,bachelors,13,married_civ_spouse,sales,husband,white,male,99999,0,40,united_states,1
32,private,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,50,united_states,0
34,private,10th,6,never_married,other_service,unmarried,black,female,0,0,40,united_states,0
33,private,7th_8th,4,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
60,state_gov,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,1
24,private,bachelors,13,never_married,tech_support,not_in_family,white,female,0,0,50,united_states,0
39,federal_gov,some_college,10,married_civ_spouse,handlers_cleaners,husband,white,male,0,1977,60,united_states,1
23,private,some_college,10,never_married,craft_repair,not_in_family,white,male,0,0,40,united_states,0
50,private,bachelors,13,married_civ_spouse,adm_clerical,husband,white,male,0,1902,50,unknown,1
36,local_gov,hs_grad,9,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,0
19,private,12th,8,separated,prof_specialty,own_child,white,female,1055,0,40,united_states,0
38,private,hs_grad,9,married_civ_spouse,sales,husband,black,male,0,0,40,united_states,1
41,private,bachelors,13,married_civ_spouse,craft_repair,husband,white,male,7688,0,55,united_states,1
22,private,some_college,10,never_married,sales,other_relative,white,female,0,0,18,united_states,0
38,private,assoc_acdm,12,never_married,machine_op_inspct,not_in_family,black,female,10520,0,50,united_states,1
72,unknown,some_college,10,married_civ_spouse,unknown,husband,white,male,9386,0,30,united_states,1
35,state_gov,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,7298,0,40,united_states,1
38,local_gov,some_college,10,divorced,exec_managerial,unmarried,black,female,0,0,45,united_states,0
19,private,hs_grad,9,married_civ_spouse,other_service,wife,black,female,0,0,16,united_states,0
26,private,hs_grad,9,never_married,transport_moving,own_child,white,male,0,0,45,united_states,0
52,private,bachelors,13,divorced,craft_repair,unmarried,white,male,0,0,25,united_states,0
41,private,5th_6th,3,married_civ_spouse,other_service,husband,other,male,0,1579,40,nicaragua,0
45,private,hs_grad,9,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
58,federal_gov,some_college,10,married_civ_spouse,adm_clerical,husband,white,male,0,0,40,united_states,1
34,private,bachelors,13,never_married,sales,not_in_family,white,male,0,0,45,united_states,0
19,without_pay,hs_grad,9,never_married,farming_fishing,own_child,white,male,0,0,20,united_states,0
26,state_gov,11th,7,divorced,other_service,unmarried,white,female,0,0,40,united_states,0
60,private,10th,6,married_civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,0
35,self_emp_not_inc,hs_grad,9,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,0
39,private,10th,6,divorced,other_service,not_in_family,white,female,0,0,60,united_states,0
27,private,hs_grad,9,separated,handlers_cleaners,unmarried,white,female,0,0,40,japan,0
26,federal_gov,masters,14,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,0
17,private,12th,8,never_married,other_service,own_child,white,male,0,0,12,united_states,0
59,self_emp_not_inc,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,40,england,1
53,local_gov,hs_grad,9,married_civ_spouse,exec_managerial,husband,amer_indian_eskimo,male,0,0,48,united_states,0
35,private,11th,7,divorced,transport_moving,not_in_family,white,male,0,0,40,united_states,0
34,local_gov,some_college,10,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,1
36,private,hs_grad,9,married_civ_spouse,tech_support,husband,white,male,0,0,45,united_states,1
21,private,hs_grad,9,never_married,other_service,own_child,white,male,0,0,40,united_states,0
29,private,some_college,10,never_married,sales,own_child,white,female,0,0,40,united_states,0
35,private,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,1
59,self_emp_not_inc,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,1
22,private,some_college,10,never_married,other_service,not_in_family,white,male,0,1602,10,united_states,0
50,local_gov,masters,14,married_civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,0
24,federal_gov,bachelors,13,never_married,prof_specialty,not_in_family,other,female,0,0,40,united_states,0
36,private,bachelors,13,divorced,tech_support,not_in_family,white,female,0,0,40,united_states,0
31,private,hs_grad,9,married_civ_spouse,machine_op_inspct,wife,white,female,4386,0,40,united_states,1
42,self_emp_not_inc,some_college,10,married_civ_spouse,craft_repair,husband,white,male,0,0,40,el_salvador,0
38,private,7th_8th,4,divorced,sales,unmarried,white,female,0,0,40,united_states,0
52,private,hs_grad,9,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,0
46,private,10th,6,divorced,craft_repair,not_in_family,white,male,0,0,40,united_states,0
23,private,some_college,10,married_civ_spouse,craft_repair,husband,white,male,0,0,60,united_states,0
54,private,5th_6th,3,married_civ_spouse,sales,husband,white,male,0,0,51,united_states,0
42,private,bachelors,13,separated,other_service,not_in_family,white,female,0,0,50,united_states,0
33,state_gov,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
19,private,assoc_acdm,12,never_married,exec_managerial,not_in_family,white,female,0,0,50,united_states,0
59,private,11th,7,married_civ_spouse,other_service,wife,white,female,3908,0,28,united_states,0
54,private,hs_grad,9,widowed,other_service,unmarried,white,female,0,0,32,united_states,0
48,private,7th_8th,4,married_civ_spouse,transport_moving,husband,white,male,0,1672,55,united_states,0
19,unknown,some_college,10,never_married,unknown,own_child,white,male,0,0,60,united_states,0
36,private,bachelors,13,never_married,exec_managerial,not_in_family,white,male,0,0,70,united_states,0
35,self_emp_not_inc,assoc_acdm,12,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
47,private,some_college,10,divorced,adm_clerical,not_in_family,white,female,0,0,36,united_states,0
33,private,bachelors,13,never_married,exec_managerial,not_in_family,white,male,0,0,40,united_states,0
48,self_emp_not_inc,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,0
42,private,hs_grad,9,separated,craft_repair,unmarried,black,female,0,0,40,united_states,0
19,private,some_college,10,never_married,other_service,own_child,white,male,0,0,24,united_states,0
64,self_emp_inc,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,0
51,self_emp_not_inc,bachelors,13,married_civ_spouse,farming_fishing,husband,white,male,0,0,8,united_states,0
20,federal_gov,hs_grad,9,never_married,adm_clerical,other_relative,white,male,0,0,20,united_states,0
28,private,hs_grad,9,never_married,other_service,not_in_family,white,male,0,0,40,puerto_rico,0
52,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,1902,50,greece,1
29,self_emp_not_inc,some_college,10,never_married,craft_repair,not_in_family,white,male,0,0,45,united_states,0
51,private,bachelors,13,separated,sales,not_in_family,white,male,0,0,40,united_states,0
36,private,hs_grad,9,married_civ_spouse,prof_specialty,husband,white,male,0,2377,60,united_states,0
43,private,bachelors,13,married_civ_spouse,sales,husband,white,male,15024,0,45,united_states,1
52,private,some_college,10,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,0
50,private,hs_grad,9,divorced,craft_repair,not_in_family,white,male,0,0,40,united_states,1
25,private,some_college,10,divorced,other_service,not_in_family,white,male,0,0,30,united_states,0
36,private,assoc_acdm,12,never_married,adm_clerical,unmarried,black,female,0,0,40,jamaica,0
44,private,some_college,10,married_civ_spouse,exec_managerial,wife,white,female,0,0,60,united_states,0
47,private,10th,6,married_spouse_absent,transport_moving,not_in_family,black,male,0,0,45,united_states,0
32,private,hs_grad,9,divorced,craft_repair,own_child,white,male,0,0,40,united_states,0
37,private,masters,14,never_married,prof_specialty,unmarried,asian_pac_islander,male,0,0,40,south,0
40,private,hs_grad,9,married_civ_spouse,adm_clerical,husband,white,male,2829,0,40,united_states,0
34,self_emp_not_inc,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,60,united_states,0
35,self_emp_inc,some_college,10,married_civ_spouse,sales,husband,white,male,0,0,50,united_states,1
26,private,some_college,10,never_married,prof_specialty,own_child,white,male,0,0,3,el_salvador,0
49,self_emp_not_inc,bachelors,13,married_civ_spouse,farming_fishing,husband,white,male,0,0,50,united_states,0
63,unknown,bachelors,13,married_civ_spouse,unknown,husband,white,male,0,0,30,united_states,1
46,self_emp_not_inc,bachelors,13,married_spouse_absent,prof_specialty,not_in_family,white,male,0,0,25,united_states,0
31,local_gov,some_college,10,never_married,adm_clerical,own_child,black,male,0,0,40,united_states,0
22,private,assoc_voc,11,never_married,craft_repair,not_in_family,white,male,0,0,30,united_states,0
20,private,some_college,10,never_married,other_service,not_in_family,white,female,0,0,12,united_states,0
52,private,doctorate,16,never_married,exec_managerial,not_in_family,white,male,0,0,40,united_states,1
26,private,some_college,10,never_married,adm_clerical,not_in_family,black,female,0,0,40,united_states,0
31,private,9th,5,never_married,machine_op_inspct,not_in_family,white,male,0,0,40,united_states,0
46,private,hs_grad,9,divorced,sales,unmarried,white,female,0,0,30,united_states,0
22,private,7th_8th,4,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,mexico,0
38,private,assoc_voc,11,never_married,craft_repair,own_child,white,male,0,0,40,united_states,0
35,private,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,40,ecuador,0
27,state_gov,some_college,10,never_married,protective_serv,not_in_family,white,male,0,0,40,united_states,0
27,private,assoc_acdm,12,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,0
46,private,some_college,10,divorced,sales,unmarried,white,female,0,0,40,cuba,0
40,unknown,hs_grad,9,never_married,unknown,not_in_family,white,female,0,0,4,united_states,0
19,private,some_college,10,never_married,adm_clerical,own_child,white,male,0,0,10,thailand,0
69,unknown,hs_grad,9,married_civ_spouse,unknown,husband,white,male,0,0,60,united_states,1
34,federal_gov,bachelors,13,married_civ_spouse,protective_serv,husband,white,male,0,0,60,united_states,0
49,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,1
27,private,some_college,10,married_civ_spouse,farming_fishing,husband,other,male,0,0,50,united_states,0
59,private,some_college,10,married_civ_spouse,adm_clerical,wife,white,female,0,0,14,cuba,1
45,private,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,15024,0,60,united_states,1
21,private,some_college,10,never_married,sales,own_child,white,female,0,0,15,united_states,0
51,state_gov,assoc_voc,11,divorced,prof_specialty,unmarried,white,female,0,0,40,united_states,0
64,unknown,11th,7,never_married,unknown,unmarried,white,male,0,0,40,united_states,0
41,state_gov,doctorate,16,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
18,unknown,12th,8,never_married,unknown,own_child,asian_pac_islander,female,0,0,24,germany,0
49,private,masters,14,married_spouse_absent,prof_specialty,not_in_family,white,male,0,0,40,united_states,0
51,private,hs_grad,9,divorced,machine_op_inspct,own_child,black,male,0,0,40,united_states,0
20,private,some_college,10,never_married,handlers_cleaners,own_child,white,female,0,0,20,united_states,0
69,self_emp_not_inc,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,48,united_states,0
43,private,hs_grad,9,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,50,united_states,0
50,private,hs_grad,9,divorced,machine_op_inspct,unmarried,black,female,0,0,44,united_states,0
27,local_gov,hs_grad,9,never_married,farming_fishing,own_child,white,male,0,0,40,united_states,0
38,private,hs_grad,9,married_civ_spouse,other_service,husband,white,male,0,0,40,united_states,0
62,private,hs_grad,9,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,1
46,private,hs_grad,9,divorced,exec_managerial,not_in_family,white,male,0,0,44,united_states,0
19,private,some_college,10,never_married,tech_support,own_child,white,female,0,0,40,unknown,0
21,private,hs_grad,9,never_married,machine_op_inspct,unmarried,white,female,0,0,40,united_states,0
36,private,12th,8,divorced,handlers_cleaners,not_in_family,white,male,0,0,40,united_states,0
23,private,hs_grad,9,never_married,machine_op_inspct,own_child,asian_pac_islander,male,0,0,40,philippines,0
58,private,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
40,private,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,0,0,45,united_states,0
64,private,some_college,10,married_civ_spouse,exec_managerial,wife,white,female,10566,0,35,united_states,0
66,private,11th,7,married_civ_spouse,craft_repair,husband,white,male,0,0,20,united_states,0
55,private,some_college,10,widowed,adm_clerical,unmarried,white,female,0,0,40,united_states,0
53,private,some_college,10,married_civ_spouse,exec_managerial,husband,white,male,0,1977,40,united_states,1
39,private,some_college,10,never_married,tech_support,unmarried,black,female,0,0,40,united_states,0
20,private,hs_grad,9,never_married,other_service,own_child,white,male,0,0,40,united_states,0
32,private,hs_grad,9,married_civ_spouse,other_service,husband,white,male,0,0,54,united_states,0
28,private,bachelors,13,never_married,sales,unmarried,white,male,0,0,65,united_states,0
23,federal_gov,assoc_acdm,12,never_married,exec_managerial,own_child,white,female,0,0,40,poland,0
18,private,hs_grad,9,never_married,other_service,own_child,white,male,0,0,25,united_states,0
43,self_emp_not_inc,hs_grad,9,married_civ_spouse,exec_managerial,husband,white,male,0,0,35,united_states,1
32,private,some_college,10,married_civ_spouse,protective_serv,husband,white,male,0,0,46,dominican_republic,0
31,local_gov,hs_grad,9,divorced,craft_repair,unmarried,white,male,0,0,40,united_states,0
60,private,5th_6th,3,married_civ_spouse,craft_repair,husband,white,male,0,0,40,mexico,0
42,private,some_college,10,married_civ_spouse,transport_moving,husband,white,male,0,0,50,united_states,0
46,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
18,private,11th,7,never_married,other_service,own_child,white,female,0,0,19,united_states,0
31,private,hs_grad,9,never_married,sales,own_child,white,female,0,0,40,united_states,0
54,private,hs_grad,9,married_civ_spouse,sales,husband,white,male,4064,0,55,united_states,0
46,private,some_college,10,married_civ_spouse,sales,husband,white,male,0,2042,50,united_states,0
27,self_emp_not_inc,hs_grad,9,never_married,farming_fishing,own_child,white,male,0,0,80,united_states,0
